epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
62,3048.04,0.80797,0.52367,1.02665,0.93064,0.92106,0.96563,0.77434,0.75668,0.42356,0.96734,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,3094.88,0.80491,0.52482,1.02382,0.92503,0.92377,0.96557,0.77644,0.75226,0.4211,0.96958,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,3141.65,0.79939,0.52053,1.02203,0.93204,0.91802,0.96612,0.77714,0.74993,0.41841,0.96458,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,3188.33,0.80541,0.51591,1.02184,0.93397,0.91774,0.96656,0.7795,0.75021,0.41533,0.96265,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,3236.56,0.7944,0.51539,1.0152,0.92711,0.91773,0.96575,0.77704,0.75064,0.41947,0.96497,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,3286.31,0.78895,0.50555,1.01538,0.93474,0.9129,0.96513,0.7787,0.74533,0.41748,0.95945,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,3337.21,0.79104,0.50799,1.01522,0.93198,0.91608,0.96707,0.77994,0.74528,0.41399,0.96015,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,3387.41,0.79114,0.50816,1.01697,0.93441,0.9123,0.96581,0.77831,0.74949,0.4168,0.96493,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,3437,0.78564,0.50286,1.01054,0.92822,0.91454,0.96537,0.77836,0.74786,0.41623,0.96188,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,3486.76,0.77757,0.498,1.01195,0.92868,0.917,0.96626,0.77886,0.74748,0.41335,0.96069,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,3536.15,0.77638,0.49602,1.01106,0.93116,0.91294,0.96559,0.77783,0.74537,0.41437,0.96382,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,3587.06,0.77466,0.49543,1.00984,0.92826,0.91993,0.9657,0.77934,0.74681,0.40859,0.96504,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,3638.44,0.77181,0.49307,1.01178,0.92174,0.9286,0.96705,0.7797,0.74587,0.40576,0.96485,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,3688.6,0.76721,0.48939,1.00463,0.93074,0.92025,0.96609,0.78006,0.74285,0.40906,0.96163,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,3738.81,0.77141,0.48972,1.00611,0.92959,0.91775,0.96759,0.78164,0.74156,0.40689,0.96406,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,3790.28,0.76971,0.49007,1.00647,0.93125,0.91998,0.96699,0.78016,0.74394,0.40759,0.96394,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,3839.61,0.76033,0.48145,1.00125,0.93425,0.91692,0.96611,0.77942,0.74428,0.40761,0.96322,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,3889.35,0.7561,0.47712,1.00163,0.9322,0.92134,0.9669,0.7803,0.74329,0.40629,0.96478,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,3939.12,0.75625,0.47946,1.00143,0.93116,0.92252,0.96718,0.78073,0.74281,0.40496,0.96243,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,3988.73,0.74832,0.47306,0.99837,0.93205,0.92006,0.96575,0.78187,0.74244,0.40628,0.96323,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,4039.04,0.74926,0.47054,0.99767,0.92691,0.92437,0.96651,0.78234,0.74082,0.40535,0.96325,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,4089.3,0.75155,0.47412,0.99635,0.92879,0.92214,0.96668,0.78219,0.74074,0.40552,0.96136,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,4138.14,0.74417,0.46886,0.99446,0.92612,0.92308,0.96471,0.78103,0.74203,0.40539,0.96338,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,4187.8,0.74032,0.46424,0.99539,0.93524,0.9174,0.96469,0.78071,0.74252,0.40394,0.9644,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,4236.91,0.73545,0.46042,0.99258,0.93166,0.91803,0.96569,0.78265,0.73871,0.40311,0.96156,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,4285.05,0.73168,0.45733,0.99042,0.92761,0.92041,0.9646,0.78192,0.73895,0.40233,0.96196,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,4332.07,0.73363,0.45494,0.987,0.92609,0.92541,0.96466,0.7825,0.7381,0.4045,0.96093,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,4380.17,0.72965,0.45754,0.99189,0.92936,0.92041,0.96456,0.78295,0.73596,0.40528,0.9603,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,4428.73,0.72441,0.45017,0.98726,0.92429,0.92361,0.96443,0.78334,0.73398,0.40334,0.95896,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,4478.44,0.65371,0.36988,0.94518,0.92834,0.91951,0.96397,0.78345,0.73428,0.40439,0.9583,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,4526.51,0.6472,0.36239,0.9396,0.9267,0.92221,0.9636,0.78355,0.73435,0.4048,0.95822,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,4573.51,0.63904,0.35569,0.93865,0.93136,0.9186,0.96352,0.78358,0.73331,0.40399,0.95933,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,4620.93,0.63495,0.35484,0.93852,0.93225,0.91843,0.96394,0.78456,0.73124,0.40302,0.95871,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,4667.76,0.62982,0.34758,0.93297,0.92742,0.9222,0.96403,0.78514,0.73065,0.40276,0.95809,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,4714.31,0.62863,0.3476,0.93221,0.92568,0.92383,0.96426,0.78531,0.72975,0.40297,0.95795,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,4761.69,0.62477,0.34499,0.92948,0.92602,0.92409,0.9638,0.78462,0.72956,0.40205,0.95783,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,4809.9,0.61695,0.3406,0.92785,0.92927,0.91877,0.96334,0.7841,0.72887,0.40156,0.95749,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,4856.71,0.61445,0.33885,0.92835,0.92968,0.92006,0.96344,0.78428,0.72875,0.40092,0.9574,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,4903.85,0.61197,0.33861,0.92765,0.92804,0.92078,0.96332,0.78507,0.72818,0.40018,0.9577,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
