epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
46,2310.97,0.85279,0.56377,1.04292,0.9247,0.91174,0.96215,0.76347,0.78923,0.45845,0.98236,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,2360.05,0.8471,0.55849,1.04292,0.92659,0.91268,0.96331,0.76712,0.77565,0.44547,0.97803,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,2409.19,0.83789,0.54956,1.0356,0.93204,0.91495,0.96664,0.77002,0.77479,0.44211,0.9774,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,2459.42,0.83428,0.54421,1.03639,0.93616,0.91324,0.96539,0.76775,0.77796,0.43547,0.98333,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,2510.61,0.83375,0.54895,1.03764,0.9257,0.91374,0.96474,0.76849,0.77511,0.43687,0.97841,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,2560.43,0.83121,0.54098,1.03459,0.93328,0.91323,0.96434,0.77122,0.76819,0.4396,0.97172,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,2611.08,0.82023,0.53759,1.03041,0.92428,0.91603,0.96362,0.76678,0.77354,0.43783,0.97217,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,2662.02,0.81967,0.53205,1.0307,0.92218,0.91093,0.96193,0.76669,0.77587,0.44288,0.9743,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,2712.54,0.81816,0.53043,1.02775,0.93166,0.91689,0.96487,0.77332,0.76496,0.42677,0.96925,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,2762.37,0.81521,0.52816,1.02945,0.92639,0.91727,0.96335,0.76993,0.77116,0.43438,0.97293,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,2812.87,0.81809,0.52702,1.02599,0.93082,0.9096,0.96361,0.77062,0.77,0.43123,0.97366,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,2864.16,0.81295,0.52953,1.02716,0.93994,0.90775,0.96491,0.77257,0.76817,0.42354,0.97561,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,2914.21,0.80815,0.52913,1.02694,0.92887,0.9162,0.96486,0.77385,0.76181,0.42594,0.97047,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,2964.29,0.79986,0.52124,1.0216,0.92145,0.92652,0.96388,0.77108,0.76563,0.42294,0.97195,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,3015.3,0.80563,0.51776,1.0193,0.92321,0.92354,0.96368,0.77301,0.75969,0.42321,0.96735,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,3065.7,0.79552,0.50896,1.01948,0.93024,0.91619,0.96469,0.77631,0.75406,0.41854,0.96676,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,3114.9,0.79374,0.51026,1.01826,0.92945,0.92092,0.96376,0.77767,0.75213,0.41893,0.96459,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,3165.62,0.78577,0.50195,1.01265,0.92252,0.91902,0.96205,0.77529,0.75177,0.41992,0.96365,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,3215.94,0.79087,0.50584,1.01385,0.93216,0.91636,0.96418,0.77817,0.75117,0.41427,0.9641,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,3266.58,0.78676,0.50232,1.01212,0.935,0.91598,0.96635,0.78051,0.74572,0.41364,0.96376,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,3317.85,0.7827,0.49903,1.00789,0.93095,0.9198,0.96737,0.77933,0.74876,0.41258,0.96407,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,3368.44,0.77858,0.49634,1.01195,0.93296,0.91775,0.96518,0.77901,0.74653,0.40915,0.95984,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,3418.67,0.77375,0.49315,1.00709,0.93123,0.92058,0.96435,0.779,0.74847,0.41144,0.96231,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,3469.15,0.77493,0.49244,1.0075,0.93031,0.92218,0.96537,0.78043,0.74693,0.40887,0.96041,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,3519.73,0.77012,0.48902,1.00516,0.92187,0.92536,0.96284,0.77979,0.74415,0.41065,0.96172,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,3569.02,0.76651,0.48416,1.00367,0.93098,0.91333,0.96412,0.78013,0.74225,0.41148,0.96121,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,3617.92,0.76505,0.48609,1.00361,0.92478,0.92401,0.96479,0.78202,0.74154,0.41001,0.9603,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,3666.91,0.76406,0.48172,1.00444,0.92661,0.92281,0.96531,0.78309,0.74014,0.40998,0.96091,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,3715.81,0.75388,0.47507,0.99833,0.92774,0.92158,0.96564,0.78162,0.7405,0.4085,0.96316,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,3764.66,0.75679,0.47408,1.00179,0.93099,0.9218,0.96573,0.78247,0.73976,0.40529,0.96293,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,3813.51,0.75019,0.47376,0.99987,0.93216,0.91839,0.96457,0.78157,0.73981,0.40713,0.96307,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,3862.43,0.74612,0.46622,0.99582,0.92674,0.92391,0.96575,0.78349,0.73982,0.40568,0.95972,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,3911.36,0.7411,0.46424,0.98902,0.92615,0.92713,0.96547,0.78344,0.73824,0.4031,0.95786,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,3960.25,0.74498,0.46783,0.99278,0.92764,0.92383,0.96527,0.78365,0.73776,0.40383,0.95656,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,4009.15,0.73658,0.46278,0.99495,0.92796,0.92663,0.96543,0.78373,0.73781,0.40144,0.95761,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,4058.67,0.73711,0.46034,0.98923,0.93685,0.91642,0.96529,0.78511,0.73407,0.40065,0.95638,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,4108.4,0.73169,0.45209,0.98626,0.92458,0.92771,0.9652,0.78478,0.73303,0.40187,0.95547,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,4158.47,0.72928,0.4536,0.98746,0.93327,0.92196,0.96539,0.78441,0.73195,0.40042,0.95431,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,4207.5,0.72774,0.45226,0.98756,0.93598,0.92184,0.96357,0.7852,0.7305,0.4013,0.95423,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,4256.55,0.71916,0.44936,0.98608,0.92901,0.92608,0.96302,0.78416,0.73088,0.40137,0.9543,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,4305.51,0.72246,0.44815,0.98288,0.92407,0.92876,0.96351,0.78422,0.72896,0.4014,0.95258,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,4354.45,0.71641,0.44323,0.98205,0.92105,0.9319,0.96279,0.7838,0.72976,0.40261,0.95326,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,4403.39,0.72013,0.44364,0.98153,0.9292,0.92376,0.96268,0.78399,0.72862,0.40133,0.95429,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,4452.39,0.71497,0.44181,0.9824,0.93142,0.92376,0.96298,0.78325,0.73071,0.4027,0.95514,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,4501.41,0.7081,0.43543,0.97655,0.92518,0.92912,0.96276,0.78352,0.73105,0.40285,0.95582,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,4551.54,0.63999,0.35922,0.93855,0.92676,0.92623,0.96281,0.78338,0.73096,0.40255,0.95556,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,4599.86,0.63013,0.35013,0.93282,0.92762,0.92672,0.96303,0.78347,0.73193,0.40294,0.95624,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,4648.27,0.62808,0.34676,0.92951,0.9247,0.92855,0.96295,0.78397,0.73114,0.40118,0.9568,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,4696.86,0.62129,0.34379,0.93082,0.92324,0.9298,0.96254,0.78373,0.7308,0.40074,0.95651,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,4745.31,0.61619,0.33709,0.92351,0.9234,0.92926,0.96237,0.78395,0.7294,0.40019,0.95528,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,4793.77,0.61168,0.33398,0.92209,0.92462,0.9273,0.96239,0.78333,0.72911,0.39983,0.95541,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,4842.27,0.60592,0.33316,0.92155,0.9231,0.92877,0.96233,0.78315,0.7297,0.39998,0.95616,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,4890.81,0.60082,0.32986,0.91865,0.92793,0.92427,0.96235,0.78305,0.7304,0.40013,0.95692,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,4939.37,0.59776,0.32618,0.9193,0.92535,0.92594,0.9621,0.78316,0.73072,0.39965,0.95737,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,4987.97,0.59326,0.32388,0.91797,0.92385,0.92651,0.96183,0.78309,0.73062,0.39936,0.95787,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
