epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
25,1270.12,0.9416,0.66721,1.09653,0.91151,0.88826,0.94777,0.72128,0.87347,0.54099,1.03253,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,1320.86,0.93361,0.65402,1.08802,0.92147,0.88248,0.95091,0.72882,0.85567,0.52853,1.02874,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,1371.65,0.93454,0.6433,1.09083,0.89873,0.90056,0.94847,0.72015,0.87491,0.53221,1.03631,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,1422.09,0.92555,0.64524,1.08931,0.9227,0.87356,0.94965,0.71775,0.88611,0.53211,1.04498,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,1473.08,0.9231,0.63625,1.08463,0.91099,0.89312,0.95077,0.72458,0.86402,0.53276,1.0362,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,1522.79,0.92342,0.63298,1.08439,0.90466,0.89995,0.95374,0.72955,0.86911,0.51176,1.02536,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,1572.09,0.91002,0.62533,1.07733,0.91566,0.89432,0.95622,0.73935,0.84163,0.50155,1.01185,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,1623,0.91104,0.62347,1.07278,0.90154,0.90355,0.95051,0.7258,0.86013,0.51814,1.0165,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,1673.21,0.90083,0.61801,1.07727,0.9124,0.90379,0.95512,0.74249,0.82977,0.50177,1.01367,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,1724.55,0.89907,0.61575,1.07479,0.91343,0.90595,0.95724,0.74249,0.84011,0.49611,1.01598,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,1775.02,0.89901,0.60819,1.07081,0.91428,0.89865,0.95474,0.73593,0.84584,0.50044,1.01969,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,1825.44,0.89568,0.6102,1.0683,0.91701,0.90695,0.95914,0.74738,0.82478,0.48552,1.00183,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,1875.97,0.88931,0.59938,1.06605,0.92523,0.90069,0.95881,0.74511,0.83352,0.48223,1.01573,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,1925.78,0.89149,0.59965,1.06719,0.92826,0.89549,0.95729,0.74735,0.82659,0.47968,1.00843,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,1976.4,0.87975,0.59164,1.06258,0.91571,0.90846,0.95778,0.74107,0.84093,0.48253,1.01039,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,2027.51,0.87153,0.58471,1.06025,0.92368,0.91025,0.96154,0.75589,0.80809,0.46849,0.99643,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,2077.85,0.87961,0.58754,1.05962,0.92186,0.90488,0.95865,0.75354,0.80959,0.47052,0.99254,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,2128.64,0.86685,0.58039,1.05456,0.93002,0.9043,0.96044,0.75194,0.82034,0.4664,1.00427,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,2179.28,0.86277,0.57067,1.0539,0.92582,0.91076,0.96243,0.75663,0.80808,0.46084,0.99511,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,2229.72,0.85946,0.56907,1.04669,0.93309,0.9057,0.96273,0.76029,0.79387,0.4521,0.98531,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,2280.23,0.85566,0.56717,1.04825,0.9251,0.91227,0.96145,0.75923,0.80055,0.44867,0.9897,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,2331.01,0.85429,0.56482,1.04487,0.92183,0.91176,0.96044,0.76002,0.79481,0.45511,0.99244,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,2381.17,0.84822,0.56091,1.04131,0.92318,0.91648,0.96189,0.76386,0.78466,0.44659,0.98117,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,2431.23,0.84874,0.56186,1.04441,0.93084,0.90003,0.96148,0.76251,0.79299,0.45231,0.98711,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,2481.72,0.84326,0.56,1.04155,0.936,0.90163,0.96298,0.76337,0.79103,0.44798,0.9833,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,2532.83,0.83897,0.54854,1.03887,0.93149,0.91095,0.96309,0.76444,0.78949,0.44314,0.98762,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,2583.54,0.83626,0.54772,1.03803,0.92432,0.91472,0.96203,0.76234,0.78797,0.44481,0.98378,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,2634.67,0.83163,0.54707,1.03553,0.92285,0.91963,0.96502,0.76468,0.78976,0.44022,0.98442,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,2685.99,0.83633,0.54272,1.03425,0.92973,0.90934,0.96236,0.76335,0.79038,0.43926,0.98118,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,2737,0.83111,0.54278,1.03161,0.92641,0.91295,0.96272,0.76794,0.77884,0.43222,0.97304,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,2787.75,0.82464,0.53349,1.02996,0.92658,0.91732,0.96452,0.76731,0.78054,0.43471,0.97515,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,2837.78,0.81928,0.53153,1.02998,0.92523,0.91777,0.9641,0.77075,0.77767,0.42895,0.97469,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,2887.52,0.82002,0.53504,1.03077,0.93317,0.91613,0.96438,0.77108,0.77205,0.42901,0.97506,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,2938.09,0.80765,0.52671,1.02476,0.92932,0.9148,0.96603,0.77392,0.77184,0.4278,0.97445,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,2988.93,0.80897,0.52304,1.02375,0.92441,0.92268,0.96608,0.77748,0.7614,0.42515,0.96979,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,3039.57,0.81305,0.52547,1.02623,0.92965,0.91673,0.96408,0.77656,0.7637,0.4262,0.97038,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,3090.28,0.8056,0.52308,1.02557,0.92919,0.9217,0.96536,0.77708,0.76145,0.41956,0.96988,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,3141.2,0.80735,0.51776,1.0241,0.93067,0.91528,0.96429,0.77586,0.76229,0.42221,0.9667,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,3192.41,0.79784,0.5112,1.01529,0.92878,0.91667,0.96553,0.77653,0.76035,0.42026,0.96552,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,3244.36,0.78964,0.50633,1.01309,0.93267,0.91701,0.96457,0.77661,0.75885,0.41784,0.96589,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,3295.95,0.79473,0.50766,1.01422,0.92607,0.9208,0.96476,0.7777,0.75918,0.41566,0.97056,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,3346.74,0.78698,0.50341,1.01109,0.92907,0.91527,0.96507,0.77576,0.76065,0.41727,0.96553,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,3398.06,0.78547,0.50324,1.01509,0.93546,0.91238,0.96595,0.77779,0.75888,0.41305,0.96672,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,3448.84,0.77751,0.49708,1.01099,0.93147,0.91634,0.9664,0.77716,0.76062,0.41596,0.96521,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,3499.62,0.77834,0.4971,1.00697,0.93771,0.91115,0.96663,0.77969,0.75606,0.41246,0.96596,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,3550.51,0.77844,0.49285,1.00874,0.92601,0.92149,0.96667,0.77857,0.75458,0.41047,0.96389,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,3601.41,0.77203,0.48998,1.00257,0.92244,0.92523,0.96482,0.7795,0.75372,0.41153,0.96021,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,3651.7,0.77796,0.48913,1.00526,0.92476,0.91984,0.96535,0.77909,0.75025,0.4109,0.95972,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,3701.8,0.76322,0.48445,1.00281,0.92561,0.9212,0.96358,0.77793,0.75096,0.41216,0.96114,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,3752.62,0.76706,0.48524,1.00319,0.93066,0.9183,0.9644,0.78243,0.74561,0.40961,0.96056,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,3803.79,0.75966,0.47936,0.99904,0.93199,0.91558,0.96315,0.78147,0.7464,0.40851,0.96159,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,3855.21,0.75735,0.47556,0.99925,0.9297,0.91795,0.96477,0.78135,0.74704,0.40935,0.96047,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,3906.71,0.75301,0.47559,0.99662,0.93278,0.91545,0.96444,0.78212,0.74383,0.40714,0.95859,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,3958.34,0.74873,0.47196,0.99373,0.93218,0.91553,0.96442,0.78096,0.74372,0.40869,0.95988,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,4009.45,0.74937,0.47085,0.9982,0.93318,0.91483,0.96452,0.7817,0.74362,0.40707,0.962,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,4060.63,0.74687,0.4667,0.99587,0.9279,0.92065,0.96377,0.78172,0.74399,0.40803,0.96336,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,4111.34,0.73952,0.46198,0.99221,0.92895,0.92086,0.96455,0.78212,0.7435,0.40787,0.96138,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,4162.41,0.74456,0.46681,0.995,0.93505,0.9127,0.964,0.78437,0.73956,0.40745,0.96002,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,4213.53,0.74177,0.46078,0.99262,0.9325,0.91673,0.96379,0.78346,0.74123,0.40626,0.95914,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,4264.62,0.72886,0.45578,0.98597,0.93098,0.92093,0.96456,0.78307,0.74294,0.40414,0.95917,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,4315.96,0.72661,0.45283,0.98538,0.93002,0.92414,0.96484,0.78322,0.74112,0.40168,0.95862,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,4366.99,0.72725,0.44971,0.98886,0.92926,0.92471,0.96489,0.78285,0.74088,0.4011,0.9587,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,4418.17,0.7256,0.44952,0.98661,0.93102,0.92595,0.96676,0.78367,0.73992,0.40119,0.95992,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,4470.04,0.72472,0.44887,0.98397,0.93136,0.92415,0.96699,0.78456,0.73808,0.39989,0.958,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,4521.61,0.72321,0.44598,0.98385,0.93375,0.91897,0.96639,0.78433,0.73711,0.39972,0.95708,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,4573.34,0.72217,0.44544,0.98562,0.93358,0.91884,0.96478,0.78432,0.73751,0.40001,0.95903,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,4624.55,0.64527,0.35903,0.94023,0.93388,0.918,0.96573,0.78426,0.73904,0.39966,0.95951,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,4675.38,0.63851,0.35285,0.93561,0.93447,0.91832,0.9659,0.78453,0.73907,0.39859,0.95844,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,4726.17,0.6305,0.34894,0.93124,0.9373,0.91589,0.96532,0.78432,0.73752,0.39798,0.95857,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,4776.67,0.62556,0.34622,0.92922,0.93412,0.91856,0.9639,0.78411,0.7385,0.39808,0.95922,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,4826.92,0.61935,0.34336,0.92867,0.93649,0.91771,0.96394,0.78476,0.73811,0.39848,0.96049,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,4877.67,0.61546,0.3398,0.92618,0.93338,0.91917,0.9635,0.78511,0.73772,0.39798,0.9608,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,4927.83,0.61246,0.33694,0.92134,0.93588,0.91723,0.96353,0.78418,0.73717,0.39747,0.95944,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,4978.38,0.60791,0.33542,0.92253,0.9351,0.91662,0.96361,0.78448,0.737,0.3977,0.95894,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,5028.69,0.60667,0.33179,0.9195,0.93467,0.91748,0.9636,0.78427,0.73654,0.39807,0.95856,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,5079.3,0.60175,0.3281,0.92072,0.93698,0.91501,0.96333,0.78486,0.73573,0.39752,0.95843,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
