epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
45,3982.39,0.79497,0.50795,1.02631,0.9333,0.91774,0.96734,0.77946,0.75194,0.41461,0.9727,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,4070.33,0.79289,0.50246,1.02141,0.93233,0.91816,0.96722,0.77915,0.75147,0.41839,0.97575,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,4157.73,0.78253,0.49695,1.01802,0.93513,0.91523,0.96681,0.77638,0.75505,0.41877,0.97393,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,4244.8,0.79202,0.50026,1.01982,0.93742,0.91582,0.96544,0.77767,0.75373,0.41641,0.9683,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,4332.15,0.77774,0.49342,1.01359,0.92435,0.92467,0.96631,0.78118,0.7441,0.41497,0.96868,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,4419.28,0.77273,0.48848,1.01216,0.93213,0.91555,0.96479,0.78113,0.74476,0.40828,0.973,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,4506.34,0.76691,0.48392,1.0142,0.92516,0.92386,0.96694,0.78231,0.74503,0.4103,0.96853,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,4593.53,0.76745,0.48588,1.00986,0.93673,0.921,0.96693,0.78121,0.74666,0.40596,0.96188,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,4680.64,0.76261,0.47625,1.00848,0.92521,0.92285,0.96804,0.78087,0.74422,0.40659,0.96578,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,4768.1,0.76391,0.47571,1.01335,0.93237,0.91608,0.96536,0.78069,0.74415,0.40665,0.96791,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,4855.21,0.75698,0.47452,1.00366,0.93244,0.9147,0.96668,0.7835,0.73279,0.40657,0.96517,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,4942.36,0.75044,0.46761,1.00438,0.93473,0.91982,0.96602,0.78508,0.7349,0.40014,0.96508,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,5029.52,0.74748,0.46738,1.00274,0.92606,0.92333,0.96691,0.78425,0.73296,0.39952,0.9637,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,5117.02,0.74728,0.46774,1.00288,0.9327,0.91634,0.96526,0.78427,0.73552,0.40091,0.96558,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,5204.3,0.73919,0.45811,1.00042,0.92859,0.92333,0.96492,0.78469,0.73449,0.39911,0.96555,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,5291.57,0.72996,0.45166,0.99705,0.92951,0.92246,0.96505,0.78481,0.7334,0.39601,0.9671,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,5379.19,0.73241,0.45212,0.99584,0.92891,0.92455,0.96292,0.78285,0.73295,0.40056,0.96372,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,5466.71,0.72442,0.45301,0.99439,0.9328,0.92116,0.96485,0.78693,0.7282,0.39653,0.95922,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,5553.86,0.72424,0.44956,0.99267,0.92711,0.93039,0.96723,0.78622,0.72744,0.39402,0.96079,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,5640.91,0.72597,0.44489,0.99101,0.92473,0.92619,0.9641,0.78639,0.72739,0.39472,0.95684,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,5727.9,0.72251,0.44831,0.99529,0.92632,0.92347,0.96359,0.78651,0.72636,0.39943,0.96405,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,5814.97,0.71647,0.44051,0.99314,0.92078,0.92744,0.96204,0.78393,0.72806,0.40086,0.96449,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,5901.99,0.71182,0.43828,0.98867,0.91886,0.9299,0.96449,0.78682,0.72443,0.39721,0.96225,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,5989.12,0.7095,0.43489,0.98644,0.92562,0.92475,0.96543,0.78876,0.72333,0.39592,0.96331,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,6076.17,0.70264,0.43339,0.98581,0.91851,0.92859,0.96357,0.78787,0.72208,0.39455,0.96308,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,6163.37,0.70764,0.43523,0.98474,0.93188,0.91746,0.96322,0.78771,0.71922,0.39365,0.95693,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,6250.51,0.70338,0.42587,0.98157,0.92828,0.92518,0.96376,0.78822,0.71827,0.39354,0.95575,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,6337.67,0.69789,0.42331,0.97518,0.92709,0.92727,0.96377,0.78806,0.71967,0.39081,0.95316,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,6424.83,0.69686,0.41951,0.97702,0.92508,0.92794,0.96307,0.78797,0.71908,0.39032,0.9551,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,6512.06,0.68389,0.41726,0.9737,0.92922,0.92559,0.96281,0.78785,0.71571,0.39084,0.95403,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,6599.24,0.68021,0.41245,0.97095,0.92843,0.92412,0.96209,0.78904,0.7129,0.39262,0.95326,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,6686.37,0.67923,0.41351,0.97064,0.92971,0.924,0.96265,0.78811,0.71146,0.38926,0.95239,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,6773.59,0.68142,0.4092,0.96903,0.92452,0.92851,0.96211,0.78842,0.71324,0.39137,0.95489,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,6860.75,0.67334,0.4055,0.97035,0.9329,0.91963,0.96258,0.78744,0.71208,0.392,0.9565,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,6948.23,0.67115,0.40371,0.96725,0.92243,0.93042,0.96192,0.78891,0.71172,0.3907,0.95817,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,7035.46,0.67198,0.40439,0.96926,0.92222,0.92857,0.96192,0.789,0.71171,0.38998,0.95638,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,7122.52,0.66383,0.39569,0.96341,0.92591,0.92709,0.9625,0.78909,0.71033,0.38774,0.95423,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,7209.61,0.66913,0.39965,0.96394,0.93252,0.9209,0.9628,0.78934,0.7128,0.387,0.95286,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,7296.65,0.65337,0.39304,0.96014,0.93233,0.92431,0.96277,0.78936,0.7141,0.38629,0.9529,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,7383.65,0.65389,0.38847,0.96339,0.92847,0.92516,0.96271,0.78893,0.71481,0.38612,0.95805,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,7470.66,0.65341,0.38635,0.96365,0.9305,0.92431,0.96229,0.78829,0.71504,0.38776,0.96122,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,7557.6,0.64924,0.38568,0.96043,0.92903,0.92795,0.96177,0.78798,0.71385,0.38903,0.95938,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,7644.95,0.64272,0.3824,0.95562,0.9258,0.93,0.96136,0.78826,0.71181,0.38846,0.95696,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,7732.02,0.64268,0.37871,0.95619,0.92595,0.93024,0.96136,0.78817,0.70961,0.38793,0.95601,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,7819.1,0.64191,0.3809,0.95274,0.93047,0.92689,0.96176,0.78827,0.70893,0.38651,0.95465,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,7906.71,0.63623,0.37677,0.95261,0.92965,0.92619,0.96126,0.78848,0.70911,0.38815,0.95381,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,7994.86,0.56842,0.30651,0.91025,0.92995,0.92375,0.95998,0.78746,0.70996,0.39013,0.95523,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,8082.25,0.554,0.29738,0.90356,0.93031,0.92309,0.96004,0.78684,0.71082,0.39294,0.955,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,8169.64,0.55179,0.2952,0.903,0.92763,0.92534,0.95962,0.78705,0.7109,0.39346,0.95661,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,8256.96,0.54449,0.29018,0.90123,0.92805,0.92475,0.95744,0.78628,0.71044,0.39438,0.95818,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,8344.28,0.5395,0.28756,0.8982,0.92604,0.92595,0.95701,0.78626,0.71031,0.39513,0.95864,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,8432.33,0.53595,0.28674,0.89664,0.92559,0.92684,0.95735,0.78607,0.70967,0.39475,0.95755,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,8519.9,0.53232,0.28238,0.89495,0.92724,0.92368,0.9597,0.78668,0.70864,0.39337,0.95775,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,8607.21,0.52809,0.28202,0.89502,0.93156,0.92093,0.95969,0.78747,0.70801,0.3932,0.95809,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,8694.49,0.52488,0.27836,0.89349,0.93262,0.91909,0.95739,0.78759,0.70788,0.39375,0.95907,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,8781.84,0.51919,0.27558,0.89339,0.92009,0.93164,0.95699,0.78698,0.70791,0.39423,0.95975,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
